,Temperature,Humidity,PM2,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air_Quality
4088,29.2,45.3,10.3,17.7,21.6,6.8,0.92,11.1,219,Good
4089,22.0,58.4,17.9,21.6,12.3,6.1,1.0,14.1,600,Good
4090,36.1,69.1,6.8,16.2,18.7,5.9,1.15,5.0,630,Moderate
4091,25.2,39.1,8.8,19.7,23.0,6.7,1.1,15.0,249,Good
4092,28.7,78.9,26.8,38.0,36.2,6.2,1.69,5.4,484,Moderate
4093,23.7,62.5,1.1,7.4,15.1,5.7,1.09,14.8,258,Good
4094,24.4,56.1,9.8,15.5,15.5,4.9,0.98,10.3,524,Good
4095,21.1,59.4,28.0,37.8,33.8,11.5,1.32,5.4,496,Moderate
4096,29.8,55.1,15.4,27.0,28.8,20.8,1.69,6.5,602,Poor
4097,28.2,84.8,19.4,23.4,27.0,6.8,1.65,6.3,661,Moderate
4098,36.3,83.6,43.6,55.0,27.9,10.0,1.17,7.2,512,Moderate
4099,38.2,95.2,63.5,88.2,37.3,12.5,1.6,7.1,689,Poor
4100,26.3,50.3,2.4,8.4,16.8,2.9,0.98,11.1,603,Good
4101,25.3,45.7,12.5,27.4,28.8,9.0,1.37,5.4,525,Moderate
4102,23.6,67.9,13.6,31.3,32.5,12.4,1.48,6.2,309,Moderate
4103,35.3,106.9,35.7,60.3,41.7,16.1,2.54,5.6,857,Hazardous
4104,31.0,66.7,5.9,19.3,29.4,14.0,1.44,5.4,633,Moderate
4105,37.3,94.3,67.5,84.0,42.4,27.5,1.94,5.6,863,Hazardous
4106,28.1,62.6,19.4,29.4,16.2,12.3,1.77,7.1,676,Moderate
4107,32.9,79.1,1.5,6.7,30.9,20.2,1.77,5.5,344,Moderate
4108,34.8,66.4,10.7,17.1,20.8,4.1,1.08,12.9,353,Good
4109,23.8,79.7,12.7,27.5,30.4,9.9,1.85,3.6,568,Poor
4110,47.4,82.8,14.5,33.5,32.3,18.9,1.84,5.1,600,Poor
4111,24.6,66.9,14.4,19.2,25.2,5.9,1.01,10.3,279,Good
4112,26.7,48.8,20.7,26.9,11.6,5.3,0.97,10.6,385,Good
4113,20.1,77.9,1.4,4.9,14.9,2.1,0.88,10.5,536,Good
4114,22.0,50.1,4.9,10.0,23.8,2.4,1.05,12.8,493,Good
4115,29.4,52.1,7.2,18.1,19.6,2.5,1.62,8.6,613,Moderate
4116,30.8,66.5,105.7,117.8,39.4,36.5,2.64,6.7,573,Hazardous
4117,29.8,76.0,16.3,27.6,25.8,20.8,1.29,8.9,510,Moderate
4118,29.9,67.5,1.6,8.5,30.0,12.8,1.45,5.1,615,Moderate
4119,22.4,52.4,2.8,11.1,19.1,6.3,0.83,10.3,339,Good
4120,31.5,89.3,5.7,16.1,19.6,2.9,1.59,7.5,424,Moderate
4121,26.3,73.3,17.7,23.6,35.2,14.1,1.77,6.3,482,Moderate
4122,27.4,47.7,10.9,12.6,23.7,4.7,1.08,11.3,494,Good
4123,17.9,70.1,1.2,8.3,23.9,6.3,1.18,13.8,487,Good
4124,43.7,80.1,45.4,49.7,27.4,17.9,2.1,8.7,561,Poor
4125,29.0,61.4,11.0,17.4,36.6,10.8,1.52,10.7,326,Moderate
4126,19.5,49.8,21.5,25.5,23.9,6.5,1.07,12.0,503,Good
4127,27.6,67.0,1.5,18.1,28.8,10.5,1.38,5.8,406,Moderate
4128,28.5,81.2,4.0,16.4,22.1,11.3,1.52,5.7,391,Moderate
4129,41.6,86.7,0.3,13.9,31.3,17.5,1.96,3.7,773,Poor
4130,26.5,59.3,6.2,10.5,12.4,3.6,0.83,10.1,386,Good
4131,24.4,63.5,3.0,6.7,17.4,5.0,0.96,15.5,223,Good
4132,33.4,44.1,13.2,16.1,16.5,11.6,1.28,6.0,643,Moderate
4133,35.3,55.2,3.9,8.9,34.3,7.4,1.72,5.7,606,Moderate
4134,26.8,66.2,4.6,10.8,18.0,3.5,0.96,12.9,422,Good
4135,31.6,68.2,3.4,14.1,20.2,8.8,1.56,5.2,423,Moderate
4136,34.5,60.1,18.8,26.3,27.4,15.4,1.65,5.1,616,Moderate
4137,23.6,67.8,3.9,5.1,23.3,5.0,1.01,10.4,461,Good
4138,41.1,103.3,40.8,53.1,38.5,12.6,1.61,7.4,602,Poor
4139,27.3,45.7,3.0,8.6,10.5,7.1,0.96,10.8,426,Good
4140,24.5,64.6,10.4,15.2,27.3,8.0,1.09,11.1,601,Good
4141,20.7,68.5,3.1,5.5,9.2,9.8,0.87,10.3,333,Good
4142,17.2,65.1,7.8,11.3,24.1,3.6,0.94,11.8,566,Good
4143,36.1,81.4,44.9,50.8,33.5,15.6,1.42,5.3,660,Poor
4144,40.8,98.7,100.8,114.1,48.7,8.7,2.09,4.4,395,Poor
4145,34.7,74.8,6.6,19.6,26.4,12.7,1.6,8.5,304,Moderate
4146,20.0,65.8,5.6,12.5,11.6,5.5,1.1,13.4,373,Good
4147,23.6,60.4,57.0,61.1,14.3,6.8,1.06,14.4,345,Good
4148,31.7,106.5,14.7,21.2,33.0,18.0,1.98,4.1,661,Poor
4149,31.3,89.6,1.7,17.0,25.1,17.2,2.18,4.2,832,Poor
4150,26.1,63.3,11.1,13.7,23.7,4.5,0.89,14.7,450,Good
4151,33.1,77.3,20.9,31.9,42.9,11.7,2.11,4.1,672,Poor
4152,31.0,55.7,3.8,5.4,17.5,2.9,1.16,11.8,332,Good
4153,30.8,81.0,11.7,27.0,21.7,6.0,1.73,9.4,443,Moderate
4154,31.4,58.6,4.2,10.7,22.2,20.4,1.81,6.6,632,Poor
4155,34.7,75.4,4.1,14.9,30.3,9.3,1.12,5.6,563,Moderate
4156,25.3,73.3,21.1,21.0,15.4,8.5,1.14,10.4,498,Good
4157,28.6,54.9,8.3,14.9,24.1,5.0,0.96,10.7,521,Good
4158,26.9,73.1,4.4,9.2,21.4,5.7,0.88,11.9,523,Good
4159,33.7,81.3,3.8,16.9,26.0,8.5,1.31,8.7,676,Moderate
4160,22.9,57.9,2.7,8.4,22.8,2.9,1.03,12.8,521,Good
4161,33.5,76.3,1.0,25.2,17.4,19.0,2.47,3.4,666,Poor
4162,32.7,71.4,82.8,91.2,34.2,24.8,2.28,5.1,599,Poor
4163,35.3,86.1,14.4,37.9,27.8,17.2,1.91,5.5,568,Poor
4164,37.3,91.6,28.9,30.2,34.7,8.9,2.11,3.9,754,Poor
4165,22.3,45.3,7.0,8.3,27.1,8.2,0.87,11.1,316,Good
4166,27.7,72.5,22.7,39.6,23.6,8.4,1.43,5.1,529,Moderate
4167,49.4,100.9,173.9,186.8,34.0,19.1,3.21,2.6,820,Hazardous
4168,37.9,83.9,0.6,4.9,32.1,12.8,1.78,5.6,292,Moderate
4169,25.5,78.0,95.3,105.1,26.0,9.9,1.46,7.2,554,Moderate
4170,27.1,70.1,29.2,32.2,16.8,7.1,1.08,10.4,289,Good
4171,21.9,59.7,9.7,12.0,17.5,4.0,1.07,13.8,524,Good
4172,23.7,39.2,6.9,13.2,21.8,3.8,0.94,11.8,576,Good
4173,39.0,73.4,34.2,49.8,38.3,19.1,2.36,3.8,765,Hazardous
4174,27.0,82.3,67.5,72.3,29.4,20.6,1.53,5.5,673,Moderate
4175,26.0,88.4,14.3,31.1,35.1,16.7,2.26,3.9,745,Poor
4176,20.8,61.9,3.0,9.6,14.8,8.5,1.06,11.3,491,Good
4177,28.5,58.9,1.7,9.0,10.1,0.0,1.0,11.0,536,Good
4178,22.7,67.6,3.7,12.5,20.9,1.1,1.08,11.7,403,Good
4179,23.3,77.5,10.3,17.6,20.0,6.1,1.21,10.7,530,Good
4180,24.6,62.1,29.9,32.6,15.3,4.3,0.82,10.3,248,Good
4181,26.5,60.1,12.1,18.9,9.9,4.4,0.92,10.2,205,Good
4182,34.9,85.0,0.9,7.9,24.2,17.6,1.38,5.4,438,Moderate
4183,31.6,74.8,28.5,45.8,25.4,16.3,2.29,4.7,782,Poor
4184,32.1,53.9,7.5,16.9,29.2,18.1,1.59,5.3,328,Moderate
4185,30.1,54.1,18.3,29.2,25.5,4.3,1.62,6.1,532,Moderate
4186,21.0,67.4,1.7,7.0,19.1,6.6,1.07,13.4,603,Good
4187,32.5,71.2,9.2,39.4,38.5,21.3,1.55,4.6,500,Poor
4188,26.7,54.1,27.6,31.9,20.8,11.6,0.97,11.1,213,Good
4189,35.8,84.5,0.2,11.8,32.1,6.8,1.38,5.9,352,Moderate
4190,25.5,49.5,16.6,20.5,24.3,2.8,0.94,10.4,227,Good
4191,36.6,71.0,5.0,28.2,26.2,26.7,1.93,4.7,523,Poor
4192,22.6,75.1,0.1,5.2,11.7,7.7,0.94,11.4,264,Good
4193,26.7,54.8,5.8,11.3,15.8,4.5,1.25,11.8,565,Good
4194,26.3,83.1,29.7,48.0,33.0,8.2,1.56,6.0,579,Moderate
4195,23.8,61.3,3.1,4.7,25.4,7.9,1.06,12.5,238,Good
4196,26.1,76.9,9.1,16.2,27.8,5.2,1.24,10.3,349,Good
4197,22.2,59.8,6.1,10.2,27.0,8.2,0.9,13.3,408,Good
4198,27.1,64.2,1.6,5.6,15.3,4.7,0.8,11.5,581,Good
4199,28.3,54.8,2.5,15.5,29.3,11.7,1.51,6.1,376,Moderate
4200,27.4,74.7,25.9,31.1,29.5,17.3,2.28,5.8,501,Poor
4201,29.3,90.5,23.9,52.4,36.4,26.3,2.02,8.9,498,Poor
4202,22.8,59.5,14.2,18.9,24.0,5.0,0.79,15.9,528,Good
4203,36.2,97.0,72.7,95.2,33.5,10.9,2.25,4.9,432,Poor
4204,23.4,71.4,15.8,18.2,18.0,2.5,1.15,12.5,496,Good
4205,35.5,111.3,38.0,50.8,38.4,11.3,2.09,3.2,497,Hazardous
4206,40.5,75.6,0.8,10.8,20.8,11.4,1.69,5.6,645,Moderate
4207,32.4,97.5,25.4,42.8,33.4,10.6,2.02,4.6,792,Poor
4208,38.9,86.0,18.1,29.0,39.7,15.2,2.09,4.1,477,Poor
4209,28.6,78.6,56.8,66.2,24.5,12.1,1.12,5.6,340,Moderate
4210,38.8,83.1,25.9,30.6,32.1,17.5,2.58,4.9,638,Poor
4211,29.9,94.3,1.6,13.8,31.5,13.9,2.39,3.4,522,Poor
4212,29.4,75.1,11.9,20.3,26.6,9.1,1.04,20.0,443,Good
4213,33.7,54.1,5.2,15.5,34.5,6.8,1.5,5.4,367,Moderate
4214,18.2,42.5,0.1,7.1,26.1,3.8,0.97,11.6,312,Good
4215,27.3,68.4,0.7,7.8,25.4,5.1,1.03,10.7,506,Good
4216,26.3,55.2,1.3,6.4,11.2,5.8,1.08,12.2,605,Good
4217,38.6,97.4,63.3,78.4,29.4,18.3,1.6,5.1,554,Poor
4218,33.3,39.9,14.7,20.8,19.7,8.4,1.06,11.2,339,Good
4219,18.8,76.1,14.9,21.5,14.5,3.8,0.86,11.1,342,Good
4220,32.9,69.3,13.3,18.8,32.4,8.6,1.6,5.2,463,Moderate
4221,27.6,44.8,1.8,5.7,18.1,3.1,0.98,10.0,513,Good
4222,25.3,73.0,6.0,12.1,23.0,8.9,0.97,11.2,571,Good
4223,30.0,62.2,53.7,66.4,25.5,8.1,1.26,6.2,670,Moderate
4224,40.4,92.4,92.0,112.9,42.2,26.4,2.32,3.7,633,Hazardous
4225,23.5,64.4,30.3,37.8,26.5,3.9,0.98,10.4,454,Good
4226,33.8,86.8,12.5,20.9,26.7,6.6,1.66,5.2,685,Moderate
4227,38.8,92.5,8.3,29.0,32.8,8.3,2.19,3.9,698,Hazardous
4228,35.5,73.2,83.2,96.3,32.8,15.4,2.56,9.1,879,Hazardous
4229,27.5,72.4,18.8,32.6,40.4,19.1,1.95,9.7,392,Poor
4230,23.1,80.1,10.4,14.9,23.3,6.0,1.0,10.6,332,Good
4231,25.0,50.9,4.9,11.4,23.4,2.8,1.1,13.7,196,Good
4232,39.5,70.2,5.4,24.3,38.0,0.1,1.85,4.3,616,Poor
4233,17.8,77.9,8.3,15.5,18.5,6.1,0.94,15.5,546,Good
4234,19.0,75.8,2.6,9.5,18.5,1.1,0.97,12.7,534,Good
4235,26.4,58.3,2.9,7.5,21.3,3.9,0.89,10.8,244,Good
4236,27.6,49.0,1.3,9.8,25.1,6.3,1.0,11.1,208,Good
4237,26.6,60.6,2.5,6.5,26.9,8.2,1.07,10.6,318,Good
4238,24.1,89.4,4.1,16.3,24.5,15.1,1.37,8.5,298,Moderate
4239,30.8,81.7,23.3,36.4,26.5,21.6,1.49,5.8,546,Moderate
4240,37.5,38.8,42.3,57.3,24.6,17.1,1.58,8.8,377,Moderate
4241,20.0,74.9,8.2,15.3,21.1,6.2,1.04,11.7,242,Good
4242,35.6,70.9,18.5,44.0,43.3,12.5,1.71,5.0,484,Poor
4243,36.9,65.3,55.3,60.3,42.4,14.9,1.77,3.9,613,Poor
4244,25.5,88.7,10.6,20.0,25.4,10.5,1.5,5.8,364,Moderate
4245,42.8,73.0,1.1,23.7,31.2,25.6,2.46,3.5,495,Hazardous
4246,37.8,65.8,4.5,19.8,17.2,9.4,1.43,6.2,495,Moderate
4247,30.7,62.7,6.5,10.0,11.7,4.6,0.92,10.6,265,Good
4248,20.6,67.3,7.4,14.1,12.7,2.3,1.09,10.3,484,Good
4249,32.5,81.1,80.1,100.2,28.8,0.5,1.92,10.1,612,Poor
4250,30.9,57.2,2.0,12.9,29.2,15.2,1.37,6.2,632,Moderate
4251,32.4,76.9,6.5,12.3,25.3,10.5,1.66,5.1,397,Moderate
4252,34.6,73.0,21.1,47.9,38.7,21.2,2.64,5.6,704,Hazardous
4253,33.2,73.4,5.5,11.1,16.2,2.1,1.01,10.4,405,Good
4254,25.9,71.0,22.1,21.8,14.4,2.3,0.93,12.5,314,Good
4255,30.3,82.2,64.0,77.0,25.2,9.1,1.16,6.1,338,Moderate
4256,25.0,77.6,0.7,7.6,17.4,8.0,1.74,5.2,317,Moderate
4257,25.1,74.2,8.1,10.7,20.2,5.8,1.01,13.6,341,Good
4258,44.1,95.4,52.5,85.7,27.2,8.2,2.2,4.1,547,Hazardous
4259,35.6,65.8,21.8,36.3,30.3,9.2,1.6,5.1,691,Moderate
4260,30.1,93.4,7.8,14.4,21.5,11.8,1.5,5.1,585,Moderate
4261,23.7,61.1,16.1,21.7,23.7,7.6,1.08,11.2,567,Good
4262,27.8,67.4,7.3,11.4,13.1,2.3,1.17,13.0,528,Good
4263,18.9,45.9,2.1,6.2,19.5,1.9,0.92,11.1,495,Good
4264,30.8,53.9,6.9,21.5,26.0,5.8,1.44,5.4,447,Moderate
4265,35.2,80.7,67.4,103.4,49.6,9.6,2.47,3.5,681,Hazardous
4266,21.6,54.7,5.6,12.6,10.3,2.2,0.99,12.0,266,Good
4267,24.7,78.9,55.7,66.2,28.5,6.3,1.33,7.2,454,Moderate
4268,26.2,75.1,11.1,16.5,30.9,8.7,1.44,5.8,576,Moderate
4269,21.6,63.3,0.3,5.6,20.2,5.1,1.09,10.5,589,Good
4270,34.0,50.8,1.3,14.1,20.6,13.4,1.4,5.0,485,Moderate
4271,23.0,52.4,2.8,7.1,26.6,3.2,1.08,10.2,324,Good
4272,20.9,59.2,3.0,9.5,20.5,4.1,0.96,10.7,590,Good
4273,26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369,Good
4274,17.8,59.7,2.2,9.9,16.4,5.1,0.87,10.1,583,Good
4275,44.3,122.3,55.2,65.9,49.3,26.4,2.31,2.9,878,Hazardous
4276,36.7,84.1,44.9,61.9,31.1,13.4,2.24,7.3,440,Poor
4277,23.7,60.1,12.3,21.5,16.9,4.0,0.99,14.0,253,Good
4278,28.9,72.0,48.2,58.4,29.3,9.2,1.56,9.5,422,Moderate
4279,33.9,53.4,18.5,24.7,26.0,9.8,1.96,6.3,605,Moderate
4280,33.7,83.7,12.7,18.9,36.0,15.0,2.56,4.6,679,Poor
4281,29.4,91.6,30.7,43.7,31.1,5.4,1.67,7.6,565,Moderate
4282,37.1,97.7,11.7,27.3,31.4,17.8,1.87,9.6,675,Poor
4283,24.6,60.5,7.7,17.2,27.0,15.1,1.62,11.0,599,Moderate
4284,36.3,106.3,62.3,75.6,27.1,19.5,2.08,5.0,682,Poor
4285,29.8,44.6,4.0,11.0,19.5,3.3,1.02,13.1,461,Good
4286,26.8,50.2,18.3,25.5,28.9,0.9,0.96,13.7,303,Good
4287,36.1,77.3,40.8,50.4,23.1,13.1,2.04,5.2,615,Poor
4288,29.4,52.2,13.3,18.6,21.1,3.5,1.02,10.3,413,Good
4289,32.9,47.7,4.4,14.7,32.1,12.8,1.49,6.1,469,Moderate
4290,26.6,68.5,0.1,15.2,20.2,14.2,1.52,5.8,410,Moderate
4291,34.7,86.9,8.1,41.3,34.5,35.7,3.35,2.7,673,Hazardous
4292,21.7,49.2,2.2,4.6,24.4,5.6,1.02,12.6,559,Good
4293,31.1,62.8,0.9,8.4,17.1,6.3,1.16,15.8,321,Good
4294,28.8,83.0,3.7,15.8,15.0,8.6,1.82,6.4,471,Moderate
4295,28.7,73.5,14.5,28.5,23.1,9.0,1.65,6.3,530,Moderate
4296,28.9,82.1,25.1,47.5,34.4,22.3,1.8,5.2,675,Poor
4297,27.5,75.0,1.5,6.6,17.3,3.9,1.26,18.8,449,Good
4298,25.2,60.1,1.1,2.4,14.7,6.1,1.04,12.2,384,Good
4299,30.6,94.9,10.5,34.9,26.5,12.1,2.44,6.0,444,Poor
4300,38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489,Moderate
4301,36.2,80.7,35.7,55.6,39.2,13.2,2.13,8.7,829,Poor
4302,28.4,67.9,7.5,13.0,14.2,5.7,1.0,12.7,247,Good
4303,36.5,81.0,9.8,22.2,31.5,6.8,1.63,6.5,322,Moderate
4304,28.3,76.4,23.2,25.7,21.5,10.9,2.08,6.4,501,Moderate
4305,22.7,56.4,1.9,6.7,12.6,3.6,1.05,11.0,472,Good
4306,44.6,79.9,9.8,25.3,28.7,29.2,1.74,4.1,756,Poor
4307,43.9,89.5,4.5,31.0,36.7,17.2,1.89,3.3,639,Hazardous
4308,28.2,54.0,0.3,12.7,28.4,0.8,1.49,8.8,522,Moderate
4309,22.3,70.1,2.6,10.4,26.8,2.9,1.2,10.1,388,Good
4310,24.3,59.4,2.9,9.1,12.2,1.8,1.07,10.1,411,Good
4311,26.8,55.7,0.3,6.2,17.3,5.6,0.94,11.4,425,Good
4312,27.4,62.4,2.8,9.2,23.0,3.2,1.14,10.2,243,Good
4313,21.9,68.5,20.0,22.2,11.8,5.3,1.02,11.7,582,Good
4314,22.5,73.5,11.8,16.2,18.7,3.8,1.12,15.4,444,Good
4315,30.8,76.8,3.7,15.9,30.8,12.0,1.78,7.8,501,Moderate
4316,40.2,107.4,25.0,52.1,46.6,15.2,2.29,3.6,627,Hazardous
4317,29.5,69.1,30.2,35.4,43.3,15.5,1.62,7.0,711,Poor
4318,22.3,53.5,2.1,7.7,16.1,3.8,1.1,10.0,263,Good
4319,29.8,56.5,15.6,32.5,20.4,15.5,1.69,6.9,537,Moderate
4320,28.1,81.5,0.4,11.7,27.2,10.0,1.7,5.1,530,Moderate
4321,26.2,77.4,38.2,52.3,25.1,14.9,1.63,5.4,435,Poor
4322,22.8,81.2,13.0,18.9,18.5,6.8,1.04,15.0,215,Good
4323,29.0,85.7,28.2,39.8,25.4,4.5,1.62,5.1,699,Moderate
4324,22.9,72.1,12.5,18.3,32.9,7.7,1.74,5.7,706,Moderate
4325,24.5,74.0,11.4,13.8,19.8,4.5,0.93,13.0,381,Good
4326,24.7,70.3,3.6,11.7,17.6,5.1,0.91,12.5,494,Good
4327,40.0,85.6,36.2,74.5,45.7,20.9,2.92,4.9,512,Hazardous
4328,24.2,80.6,21.4,29.9,24.5,9.9,1.82,5.9,334,Moderate
4329,20.0,51.3,2.1,2.5,14.2,7.1,0.84,10.1,227,Good
4330,25.5,77.8,2.1,6.1,16.9,5.4,0.8,10.3,534,Good
4331,32.3,66.5,29.1,41.9,34.6,9.2,1.83,5.8,426,Poor
4332,22.0,58.7,1.2,14.2,23.8,3.5,1.05,12.5,390,Good
4333,35.6,95.8,41.4,62.5,27.7,14.8,2.2,5.8,423,Poor
4334,42.0,91.8,28.0,37.4,44.9,16.3,1.85,3.4,682,Poor
4335,43.2,84.2,29.3,31.0,46.2,31.1,2.72,3.5,934,Hazardous
4336,28.6,52.4,15.4,18.0,19.9,5.8,0.95,12.6,506,Good
4337,27.3,76.4,11.8,20.4,12.9,6.9,1.04,12.7,468,Good
4338,30.8,72.7,27.2,36.7,32.2,15.0,1.56,9.7,376,Moderate
4339,22.1,53.1,6.9,9.8,15.6,5.4,0.86,11.4,385,Good
4340,32.1,66.6,50.3,60.5,35.2,11.2,1.67,7.5,468,Moderate
4341,37.9,99.5,3.1,18.7,29.2,14.0,2.3,8.2,448,Poor
4342,30.4,57.2,46.1,56.4,20.2,11.7,1.8,8.8,516,Moderate
4343,40.6,80.7,1.1,14.6,41.7,21.3,1.92,4.5,469,Poor
4344,22.4,50.1,4.6,12.1,21.2,4.6,0.94,10.3,533,Good
4345,26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802,Poor
4346,27.7,56.4,31.4,36.7,13.6,5.6,1.02,12.6,335,Good
4347,22.8,55.8,0.4,6.4,26.4,3.7,0.97,17.0,226,Good
4348,21.6,43.7,6.0,8.5,26.7,4.2,1.07,12.2,275,Good
4349,24.8,73.1,6.5,9.8,17.5,10.0,1.02,12.5,287,Good
4350,35.7,53.1,43.4,52.7,26.4,6.1,1.51,6.9,659,Moderate
4351,31.0,108.9,2.3,24.7,31.2,11.0,1.72,3.0,704,Hazardous
4352,29.8,60.9,8.5,14.6,16.7,2.5,1.06,13.1,217,Good
4353,27.0,42.7,1.5,8.2,16.2,6.2,0.93,10.0,328,Good
4354,34.2,92.3,1.7,26.2,37.3,12.5,1.85,3.6,501,Poor
4355,28.0,48.6,6.1,11.1,19.9,2.8,1.0,10.8,390,Good
4356,25.7,88.9,16.7,27.0,28.6,5.1,1.79,11.8,439,Moderate
4357,43.7,86.8,2.1,16.5,38.7,15.3,1.92,8.3,351,Poor
4358,27.8,82.1,12.3,27.8,28.0,18.6,1.69,13.4,676,Moderate
4359,34.4,85.0,39.8,43.4,22.9,7.6,2.3,4.3,630,Poor
4360,26.3,71.6,11.6,19.8,16.7,5.3,1.05,10.7,504,Good
4361,28.8,72.7,49.8,74.8,41.0,15.6,2.0,5.2,482,Poor
4362,30.4,46.7,21.4,25.4,17.3,7.8,0.91,11.7,365,Good
4363,24.5,64.4,0.6,6.4,10.2,3.8,1.14,13.3,254,Good
4364,32.2,65.2,28.8,37.0,26.6,10.4,1.72,7.0,538,Moderate
4365,36.5,81.1,14.2,34.5,37.1,11.8,1.91,4.3,610,Poor
4366,28.6,50.6,43.7,48.8,15.7,7.2,1.14,11.8,531,Good
4367,42.6,111.3,51.4,77.1,23.0,11.4,2.41,6.3,832,Hazardous
4368,26.0,57.9,44.7,58.2,31.4,4.3,1.25,7.8,488,Moderate
4369,26.3,74.9,20.1,27.4,25.4,3.8,1.62,5.3,358,Moderate
4370,28.1,66.3,51.2,69.9,23.9,13.7,1.61,5.0,653,Moderate
4371,43.0,114.3,42.4,61.6,30.4,11.7,2.51,3.5,567,Hazardous
4372,34.2,89.7,14.5,28.2,22.1,7.2,1.69,3.5,606,Poor
4373,25.5,70.1,5.3,5.6,25.8,7.8,0.96,16.6,502,Good
4374,23.7,57.8,31.7,35.0,11.7,2.3,1.07,13.2,453,Good
4375,26.6,74.1,3.2,9.8,17.3,4.5,1.1,10.0,362,Good
4376,31.5,71.2,8.1,16.1,17.1,8.3,1.47,9.0,615,Moderate
4377,23.6,62.0,11.0,14.7,16.9,5.5,1.18,10.9,196,Good
4378,22.3,65.4,4.8,6.2,24.6,5.7,1.11,17.6,395,Good
4379,33.8,64.8,50.5,70.6,27.2,12.0,1.87,5.9,781,Poor
4380,26.4,45.9,0.5,5.4,15.7,3.7,1.06,13.3,478,Good
4381,38.3,83.2,58.8,79.5,32.7,14.0,1.55,4.6,709,Poor
4382,30.7,99.1,57.4,74.7,40.7,17.9,2.85,3.1,761,Hazardous
4383,28.2,68.0,71.6,94.6,35.2,21.2,2.25,6.2,698,Poor
4384,29.4,63.9,9.3,12.2,19.1,6.7,0.95,11.0,315,Good
4385,46.8,80.7,17.2,36.3,46.6,26.4,2.66,2.5,740,Hazardous
4386,32.4,70.4,75.2,91.5,44.8,25.7,2.06,13.7,771,Hazardous
4387,39.1,88.5,27.6,38.0,28.2,7.1,1.85,5.6,659,Poor
4388,28.1,53.1,0.0,4.4,14.1,3.7,1.11,12.8,334,Good
4389,38.0,75.2,7.0,32.7,40.7,15.6,2.57,3.2,786,Hazardous
4390,25.9,62.5,2.3,15.8,22.5,9.2,1.31,6.8,430,Moderate
4391,25.3,40.1,0.6,4.5,23.8,6.5,1.09,12.3,444,Good
4392,30.1,77.9,2.7,4.7,11.4,3.4,0.96,11.5,235,Good
4393,23.6,43.1,2.5,8.1,17.1,5.9,1.01,11.8,205,Good
4394,25.4,53.2,9.6,12.3,20.4,1.5,1.14,10.3,493,Good
4395,21.7,57.9,14.7,20.7,13.6,5.3,0.92,10.3,338,Good
4396,35.0,53.1,33.5,41.7,25.0,11.0,1.85,6.3,573,Moderate
4397,33.0,53.6,34.8,48.4,27.3,14.5,1.67,5.4,566,Moderate
4398,49.8,79.3,40.0,59.0,19.9,19.0,2.41,4.1,829,Hazardous
4399,27.0,50.8,2.1,5.5,12.4,1.1,1.01,10.2,612,Good
4400,25.7,54.3,39.2,47.7,22.9,5.0,1.05,12.6,430,Good
4401,33.4,86.7,37.8,46.6,19.0,14.8,1.36,5.4,415,Moderate
4402,39.6,74.9,1.1,22.8,29.0,21.5,1.69,4.6,587,Poor
4403,39.2,87.8,31.4,53.8,30.3,31.8,2.69,3.7,565,Hazardous
4404,33.0,84.1,1.6,23.8,31.4,-3.4,2.1,4.3,493,Poor
4405,23.8,40.2,8.8,12.3,27.9,6.9,1.0,11.1,317,Good
4406,36.2,84.0,4.2,16.3,26.7,5.7,1.75,14.6,640,Moderate
4407,35.7,79.1,38.0,55.5,25.6,17.0,2.75,2.8,821,Hazardous
4408,25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305,Good
4409,23.4,68.9,14.2,18.2,18.4,6.7,0.93,10.7,265,Good
4410,32.1,62.6,47.9,59.1,30.0,7.9,1.48,7.1,414,Moderate
4411,22.9,45.9,4.4,9.3,12.6,5.9,1.01,10.1,223,Good
4412,38.1,73.2,37.7,85.4,33.0,20.4,2.49,5.7,727,Hazardous
4413,23.8,70.2,7.0,8.2,25.3,8.6,1.07,10.4,267,Good
4414,35.9,81.3,8.7,29.6,48.1,36.2,2.68,6.5,583,Hazardous
4415,29.2,40.9,15.4,20.0,27.1,2.9,1.04,11.1,438,Good
4416,41.6,81.7,0.9,21.9,59.3,10.5,2.07,2.9,633,Hazardous
4417,37.7,76.3,15.4,15.2,22.0,13.0,1.02,6.2,386,Moderate
4418,28.5,45.9,1.5,5.9,23.7,3.2,0.89,12.8,483,Good
4419,19.1,54.7,9.4,15.5,16.9,4.7,0.92,10.3,531,Good
4420,33.0,101.7,26.9,27.1,39.6,14.3,2.87,10.1,908,Hazardous
4421,23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509,Good
4422,28.8,72.9,11.0,13.4,25.7,11.0,1.29,6.5,364,Moderate
4423,37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,501,Poor
4424,22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,351,Moderate
4425,28.9,52.9,59.1,77.8,41.6,18.4,2.05,8.8,601,Poor
4426,30.0,59.7,59.3,68.8,22.1,7.4,1.39,5.1,412,Moderate
